ID_CCAA;CCAA;Sector;31/12/2018;31/12/2017;31/12/2016;31/12/2015;31/12/2014;31/12/2013;31/12/2012;31/12/2011;31/12/2010
17;RIOJA (LA);Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;1358538;1308841;1282832;1243652;1204023;1190272;1179285;1226978;1252812
17;RIOJA (LA);Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;235152;237729;234131;230485;217672;216771;218387;223209;224846
18;CEUTA;Agricultura, ganadería, silvicultura y pesca;2854;3330;2848;2851;2976;2556;2232;2308;2178
18;CEUTA;Industrias extractivas, suministro de energía eléctrica, gas, suministro de agua, actividades de saneamiento, gestión de residuos;93394;92031;88335;89779;86855;89972;80137;74397;68674
18;CEUTA;Industria manufacturera;25925;25524;23948;23222;22597;21971;22480;23808;24352
18;CEUTA;Construcción;83008;75827;73653;68926;64499;66221;80102;93816;113291
18;CEUTA;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;317749;311368;299391;284901;269921;272297;281668;279905;292520
18;CEUTA;Información y comunicaciones;14701;14325;14005;14365;13905;14184;14891;16588;17194
18;CEUTA;Actividades financieras y de seguros;37260;34991;33270;32622;31664;29573;32973;33169;35049
18;CEUTA;Actividades inmobiliarias;132007;129378;128255;126077;127023;126862;122464;116565;108822
18;CEUTA;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;60411;56478;53332;53455;49835;48696;47639;49387;48218
18;CEUTA;Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;749621;741639;748730;731722;718160;726461;702325;745325;723983
18;CEUTA;Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;47754;47848;47189;47028;44357;44163;43675;45016;45084
19;MELILLA;Agricultura, ganadería, silvicultura y pesca;1185;1285;1152;1083;1042;995;944;958;953
19;MELILLA;Industrias extractivas, suministro de energía eléctrica, gas, suministro de agua, actividades de saneamiento, gestión de residuos;80780;79866;76763;74036;71977;70982;67735;65972;64076
19;MELILLA;Industria manufacturera;15997;15821;14993;14596;14212;13970;14396;15287;15636
19;MELILLA;Construcción;80023;75599;69586;64523;63363;65303;78982;89829;110337
19;MELILLA;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;280753;272567;260153;248991;234510;235409;242107;242802;241787
19;MELILLA;Información y comunicaciones;10608;10337;10183;10170;9992;9912;10355;10468;10550
19;MELILLA;Actividades financieras y de seguros;34233;31978;30664;29626;29184;27851;30625;30837;31993
19;MELILLA;Actividades inmobiliarias;125935;123459;122173;119432;118529;118947;115403;109135;101085
19;MELILLA;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;64040;60425;57060;54824;49932;46108;45012;45789;44134
19;MELILLA;Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;689281;680945;687104;674376;655125;656422;631662;669755;655164
19;MELILLA;Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;48768;48174;47343;45882;43000;40093;41237;43919;43209
